VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalestoPurchaseRatio
7153,PINE STATE TRADING CO,24602,Terre del Barolo Barbrsco 10,15.17,21.99,750,96,1456.32,73,1446.27,1060.47,8.08,15884.82,-10.05,-0.69489,0.760416667,0.993099044
4425,MARTIGNETTI COMPANIES,15572,Seven Daughters Moscato IGT,7.43,10.99,750,196,1456.28,184,2022.16,780.29,20.56,144929.24,565.88,27.98394,0.93877551,1.388579119
4950,LATITUDE BEVERAGE COMPANY,25892,Lila Svgn Bl 4 Pk Cans,7.23,10.99,250,201,1453.23,200,2198,956.13,7.68,1610,744.77,33.88399,0.995024876,1.512492861
4425,MARTIGNETTI COMPANIES,24183,CaRome Barbaresco Chiarmanti,55.84,85.99,750,26,1451.84,10,823.9,495.94,1.1,144929.24,-627.94,-76.21556,0.384615385,0.567486775
10754,PERFECTA WINES,21366,Tamaya Svgn Bl,7.84,11.99,750,185,1450.4,190,2320.1,1740.58,20.99,28720.52,869.7,37.48545,1.027027027,1.599627689
4425,MARTIGNETTI COMPANIES,16127,Lindemans Bin 90 Moscato,8.1,11.99,1500,179,1449.9,186,2377.14,1510.82,41.4,144929.24,927.24,39.00654,1.039106145,1.639519967
9165,ULTRA BEVERAGE COMPANY LLP,25286,A Bichot Morgon Les Charmes,12.83,18.99,750,113,1449.79,488,9209.12,5632.01,54.11,68054.7,7759.33,84.25702,4.318584071,6.352037192
90047,CRUSH WINES,25229,D Guillot Broux Blanc Les Ge,19.59,28.99,750,74,1449.66,17,492.83,376.87,1.88,1457.73,-956.83,-194.15011,0.22972973,0.339962474
10754,PERFECTA WINES,25158,M Lynch Bordeaux Rouge Medoc,10.06,16.99,750,144,1448.64,491,7370.09,5389.41,54.29,28720.52,5921.45,80.34434,3.409722222,5.087592501
4692,KOBRAND CORPORATION,27775,Jadot Fixin 14,24.13,34.99,750,60,1447.8,4,139.96,139.96,0.44,9139.38,-1307.84,-934.43841,0.066666667,0.096670811
6785,PALM BAY INTERNATIONAL INC,26709,Fontanafredda Arneis Langhe,6.16,8.99,750,235,1447.6,179,1609.21,899,19.88,13605.41,161.61,10.04282,0.761702128,1.111639956
9552,M S WALKER INC,890,Sobieski Cytron Vodka,7.46,9.99,1000,194,1447.24,189,1888.11,969.03,198.45,55551.82,440.87,23.34980,0.974226804,1.30462812
516,BANFI PRODUCTS CORP,7361,Bolla Soave,8.6,12.99,1500,168,1444.8,150,2132.5,1652.84,33.33,8510.41,687.7,32.24853,0.892857143,1.475982835
9165,ULTRA BEVERAGE COMPANY LLP,20132,Jos Phelps Insignia 2010 Red,84.76,179.99,750,17,1440.92,66,8447.34,2303.82,7.42,68054.7,7006.42,82.94232,3.882352941,5.862462871
4425,MARTIGNETTI COMPANIES,765,Vincent Van Gogh Dutch Choc,20.58,27.99,750,70,1440.6,50,1399.5,1231.56,39.45,144929.24,-41.1,-2.93676,0.714285714,0.971470221
9165,ULTRA BEVERAGE COMPANY LLP,21115,Wicked Smooth Merlot,5.29,7.99,750,272,1438.88,275,2213.25,1510.13,30.43,68054.7,774.37,34.98791,1.011029412,1.538175525
4425,MARTIGNETTI COMPANIES,21286,Elk Cove Five Mtn Pnt Nr,31.97,46.99,750,45,1438.65,44,2067.56,1362.71,4.88,144929.24,628.91,30.41798,0.977777778,1.437152886
3960,DIAGEO NORTH AMERICA INC,764,Smirnoff Blueberry Vodka,10.42,14.49,1000,138,1437.96,141,2043.09,1492.47,148.05,257032.07,605.13,29.61837,1.02173913,1.420825336
4425,MARTIGNETTI COMPANIES,44755,Bollinger Brut Grande Annee,89.79,131.99,750,16,1436.64,59,7787.41,3827.71,6.61,144929.24,6350.77,81.55176,3.6875,5.420571612
4425,MARTIGNETTI COMPANIES,22338,Maison L'Envoye Two Messenge,17.1,26.99,750,84,1436.4,176,4574.24,1871.28,19.63,144929.24,3137.84,68.59806,2.095238095,3.184516848
10754,PERFECTA WINES,38102,Canyon Oaks Cab Svgn Cal,3.86,5.99,750,372,1435.92,337,2018.63,239.6,37.84,28720.52,582.71,28.86661,0.905913978,1.405809516
8892,TRINCHERO FAMILY ESTATES,34507,Trinity Oaks Cab Svgn Cal,5.22,8.99,750,275,1435.5,250,1997.5,159.8,28.1,11595.97,562,28.13517,0.909090909,1.391501219
8352,LUXCO INC,1009,Rebel Yell Variety Pack,38.75,49.99,750,37,1433.75,258,11117.42,6486.55,203.27,10261.6,9683.67,87.10357,6.972972973,7.75408544
1128,BROWN-FORMAN CORP,7219,Herradura Reposado NHSLC,30.46,45.99,750,47,1431.62,347,15958.53,11681.46,38.35,68601.68,14526.91,91.02912,7.382978723,11.14718291
12546,JIM BEAM BRANDS COMPANY,4060,Sauza Cucumber Chili Tequila,9.35,14.99,750,153,1430.55,504,5858.46,3680.95,397.31,123880.97,4427.91,75.58147,3.294117647,4.095250079
9552,M S WALKER INC,22830,Beaux Freres Pnt Nr Will Vly,39.73,59.99,750,36,1430.28,115,6898.85,5039.16,12.73,55551.82,5468.57,79.26785,3.194444444,4.823426182
4425,MARTIGNETTI COMPANIES,13950,Cade Svgn Bl Napa Cuvee,19.86,29.99,750,72,1429.92,46,1469.54,992.69,5.09,144929.24,39.62,2.69608,0.638888889,1.027707844
9165,ULTRA BEVERAGE COMPANY LLP,25809,Hoopes Napa Cab Svgn,31.07,45.99,750,46,1429.22,17,781.83,367.92,1.89,68054.7,-647.39,-82.80445,0.369565217,0.547032647
10754,PERFECTA WINES,38107,Canyon Oaks Merlot Cal,7.94,11.99,1500,180,1429.2,170,2038.3,347.71,38.25,28720.52,609.1,29.88275,0.944444444,1.42618248
3252,E & J GALLO WINERY,12900,Madria Sangria,4.13,5.99,750,346,1428.98,322,1928.78,1132.11,35.67,61966.91,499.8,25.91275,0.930635838,1.349759969
7153,PINE STATE TRADING CO,2186,Label 5 Scotch 12 Yr,19.56,26.99,750,73,1427.88,139,4446.61,2463.23,109.6,15884.82,3018.73,67.88835,1.904109589,3.114134241
9552,M S WALKER INC,22086,Queens Peak Cab Svgn Sonoma,9.33,13.99,750,153,1427.49,129,1804.71,363.74,14.5,55551.82,377.22,20.90197,0.843137255,1.26425404
10754,PERFECTA WINES,36075,Ch L'Eglise Clinet 10,475.5,698.99,750,3,1426.5,3,2096.97,698.99,0.34,28720.52,670.47,31.97328,1,1.470010515
1650,Circa Wines,24510,Tin Barn Svgn B Hi Vista Vyd,10.8,15.99,750,132,1425.6,90,1439.1,207.87,10.11,211.97,13.5,0.93809,0.681818182,1.009469697
4425,MARTIGNETTI COMPANIES,27879,I Perazzi La Mozza Sangioves,11.84,17.99,750,120,1420.8,28,503.72,269.85,3.12,144929.24,-917.08,-182.06146,0.233333333,0.354532658
9815,WINE GROUP INC,26663,Benziger Pnt Nr Sonoma,13.15,19.99,750,108,1420.2,108,2158.92,399.8,12.1,27100.41,738.72,34.21711,1,1.520152091
17037,Dunn Wine Brokers,23810,Angels Landing Rsv Cab Svgn,19.99,29.99,750,71,1419.29,42,1259.58,599.8,4.69,358.03,-159.71,-12.67962,0.591549296,0.887471905
10754,PERFECTA WINES,33923,Calera Jensen Mt Hrln Pnt Nr,59.08,90.99,750,24,1417.92,9,818.91,636.93,1,28720.52,-599.01,-73.14723,0.375,0.577543162
9552,M S WALKER INC,23528,Santa Maria Alla Pieve Soave,9.08,13.99,750,156,1416.48,98,1295.02,747.43,10.9,55551.82,-121.46,-9.37901,0.628205128,0.914252231
2000,SOUTHERN WINE & SPIRITS NE,23279,Turnbull Syrah 11,16.44,24.99,750,86,1413.84,850,21241.5,11895.24,94.47,19016.59,19827.66,93.34397,9.88372093,15.02397725
9815,WINE GROUP INC,23565,10 Span Pnt Gris Monterey Cy,4.9,7.49,750,288,1411.2,278,2082.22,149.8,31.27,27100.41,671.02,32.22618,0.965277778,1.475496032
4425,MARTIGNETTI COMPANIES,37568,Staglin Cab Svgn Rutherford,128.27,185.99,750,11,1410.97,24,4463.76,3347.82,2.66,144929.24,3052.79,68.39055,2.181818182,3.163610849
1590,DIAGEO CHATEAU ESTATE WINES,23202,Truvee Chard,6.75,12.99,750,209,1410.75,171,1783.29,1289.76,18.93,7259.75,372.54,20.89060,0.818181818,1.264072302
9165,ULTRA BEVERAGE COMPANY LLP,26186,Binyamina Chard,7.79,11.99,750,181,1409.99,133,1673.67,1052.17,14.76,68054.7,263.68,15.75460,0.73480663,1.187008418
4425,MARTIGNETTI COMPANIES,14682,CC Ranch Cab Svgn CC Ranch,70.46,104.99,750,20,1409.2,19,1994.81,1574.85,2.09,144929.24,585.61,29.35668,0.95,1.415562021
10754,PERFECTA WINES,43237,Acorn Alegria Vyds Cab Franc,18.06,29.99,750,78,1408.68,106,2944.94,1754.37,11.77,28720.52,1536.26,52.16609,1.358974359,2.090567056
653,STATE WINE & SPIRITS,24442,Underwood Cans Pnt Nr,4.51,6.99,375,312,1407.12,111,775.89,426.39,6.32,8014.98,-631.23,-81.35560,0.355769231,0.551402865
2396,BLACK PRINCE DISTILLERY INC,3508,Llord's Orange Curacao,4.34,5.99,1000,324,1406.16,314,1880.86,167.72,329.7,30.98,474.7,25.23845,0.969135802,1.33758605
90047,CRUSH WINES,16445,Sans Liege Groundwork Grenac,11.91,19.99,750,118,1405.38,77,1525.23,1045.47,8.53,1457.73,119.85,7.85783,0.652542373,1.085279426
9165,ULTRA BEVERAGE COMPANY LLP,22038,Jam Cellars Toast,16.89,24.99,750,83,1401.87,52,1202.48,254.89,5.83,68054.7,-199.39,-16.58156,0.626506024,0.857768552
2561,EDRINGTON AMERICAS,8070,The Macallan 21 Yr Old,233.57,319.99,750,6,1401.42,6,1919.94,319.99,4.72,9654.5,518.52,27.00709,1,1.369996147
4425,MARTIGNETTI COMPANIES,14306,Dom les Pallieres Gigondas,22.22,33.99,750,63,1399.86,108,5074.92,1691.64,12.07,144929.24,3675.06,72.41612,1.714285714,3.625305388
4692,KOBRAND CORPORATION,27790,Jadot Chass Mont Abbaye 14,46.66,69.99,750,30,1399.8,12,839.88,559.92,1.33,9139.38,-559.92,-66.66667,0.4,0.6
2000,SOUTHERN WINE & SPIRITS NE,23336,Ch Pavie St Emilion 11 Gr Cr,155.4,229.99,750,9,1398.6,12,2759.88,1149.95,1.35,19016.59,1361.28,49.32388,1.333333333,1.973316173
10754,PERFECTA WINES,932,Robert Sinskey Marcien Red,55.91,84.99,750,25,1397.75,46,4599.54,1799.82,5.13,28720.52,3201.79,69.61109,1.84,3.290674298
10754,PERFECTA WINES,35756,Ken Wright Freedom Hill Pnt,37.66,54.99,750,37,1393.42,36,1979.64,1484.73,3.97,28720.52,586.22,29.61245,0.972972973,1.420705889
9165,ULTRA BEVERAGE COMPANY LLP,12388,Cecchi Chianti Clsc Rsv Fami,19.35,29.99,750,72,1393.2,62,1891.38,1585.48,6.84,68054.7,498.18,26.33950,0.861111111,1.357579673
9552,M S WALKER INC,26835,Lagler Gr Velt Smaragd Stein,11.61,17.99,750,120,1393.2,85,1529.15,1025.43,9.43,55551.82,135.95,8.89056,0.708333333,1.097581108
8673,STE MICHELLE WINE ESTATES,37421,Stags Leap Csk 23 Cab Svgn,107.14,164.99,750,13,1392.82,71,11714.29,5774.65,7.95,15919.7,10321.47,88.11008,5.461538462,8.410483767
4425,MARTIGNETTI COMPANIES,19070,J Lohr Est Bay Mist Rsl,6.53,9.99,750,213,1390.89,165,1648.35,649.35,18.4,144929.24,257.46,15.61926,0.774647887,1.185104501
10754,PERFECTA WINES,21476,Cos d'Estournel St Estephe,198.67,299.99,750,7,1390.69,7,2099.93,599.98,0.79,28720.52,709.24,33.77446,1,1.509991443
4692,KOBRAND CORPORATION,25449,San Guido Sassacaia,231.78,349.99,1500,6,1390.68,3,1049.97,349.99,0.68,9139.38,-340.71,-32.44950,0.5,0.755004746
4425,MARTIGNETTI COMPANIES,44650,Nickel Branding Irn Cab Svgn,66.2,95.99,750,21,1390.2,28,2914.72,2599.75,3.09,144929.24,1524.52,52.30417,1.333333333,2.096619191
3252,E & J GALLO WINERY,13703,Barefoot Cellars Moscato,4.33,6.49,187,321,1389.93,305,1979.45,746.35,8.75,61966.91,589.52,29.78201,0.950155763,1.424136467
4425,MARTIGNETTI COMPANIES,12389,Volpe Rossa Pnt Grigio,7.23,10.99,1500,192,1388.16,192,2110.08,351.68,43.2,144929.24,721.92,34.21292,1,1.520055325
9165,ULTRA BEVERAGE COMPANY LLP,16726,g Sake,8.78,12.99,300,158,1387.24,158,819.92,239.1,6.99,68054.7,-567.32,-69.19212,1,0.591044088
9165,ULTRA BEVERAGE COMPANY LLP,22617,Viberti Barbera D'Alba Gemel,6.8,9.99,750,204,1387.2,242,2417.58,609.39,27.1,68054.7,1030.38,42.62031,1.18627451,1.742776817
4692,KOBRAND CORPORATION,24075,Bouvet Brut,5.56,8.29,750,249,1384.44,249,2064.21,489.11,27.92,9139.38,679.77,32.93124,1,1.491007194
10754,PERFECTA WINES,21431,Ch Pape Clement Pess leognan,60.12,116.99,750,23,1382.76,46,4231.54,2391.74,5.12,28720.52,2848.78,67.32254,2,3.060212908
9165,ULTRA BEVERAGE COMPANY LLP,3988,Silo Cucumber Vodka,21.58,29.99,750,64,1381.12,34,1019.66,869.71,26.83,68054.7,-361.46,-35.44907,0.53125,0.73828487
8673,STE MICHELLE WINE ESTATES,14973,Nicolas Feuillatte Brut Rose,28.76,43.99,750,48,1380.48,53,2351.47,1454.67,5.88,15919.7,970.99,41.29289,1.104166667,1.703371291
3960,DIAGEO NORTH AMERICA INC,3560,Ciroc Amaretto Vodka,9.52,11.99,375,145,1380.4,318,4124.32,2001.95,124.69,257032.07,2743.92,66.53024,2.193103448,2.98777166
10754,PERFECTA WINES,15188,Las Valles Carinena Red,5.8,8.99,750,238,1380.4,206,1851.94,197.78,23.15,28720.52,471.54,25.46195,0.865546218,1.341596639
7153,PINE STATE TRADING CO,19217,Chronic Cellars Dead Nuts,16.43,23.99,750,84,1380.12,88,2084.12,698.7,9.83,15884.82,704,33.77924,1.047619048,1.510100571
7749,R.P.IMPORTS INC,19610,Ch Rieussec Gr Cru 10 Sauter,86.2,124.99,750,16,1379.2,28,3499.72,1624.87,3.13,91.5,2120.52,60.59113,1.75,2.5375
90024,VINILANDIA USA,26302,Brooks Janus Pnt Nr,22.6,32.99,750,61,1378.6,32,1055.68,890.73,3.53,2802.64,-322.92,-30.58881,0.524590164,0.765762368
12546,JIM BEAM BRANDS COMPANY,3361,Pinnacle Double Espresso,9.84,12.99,750,140,1377.6,176,2286.24,1792.62,138.73,123880.97,908.64,39.74386,1.257142857,1.659581882
4425,MARTIGNETTI COMPANIES,11164,Ame Neyers Cab Svgn Napa,52.97,79.99,750,26,1377.22,25,1999.75,959.88,2.78,144929.24,622.53,31.13039,0.961538462,1.452019285
8673,STE MICHELLE WINE ESTATES,22597,Erath Prince Hill Pnt Nr,24.99,36.99,750,55,1374.45,65,2451.35,1892.5,7.19,15919.7,1076.9,43.93090,1.181818182,1.783513405
3960,DIAGEO NORTH AMERICA INC,1185,Caol Ila 17 Yr Single Malt,91.6,119.99,750,15,1374,15,1799.85,1559.87,11.83,257032.07,425.85,23.66031,1,1.309934498
9552,M S WALKER INC,14328,Palmaz Vyds Cab Svgn Napa,65.35,99.99,750,21,1372.35,36,3599.64,1599.84,4.02,55551.82,2227.29,61.87535,1.714285714,2.622975189
9165,ULTRA BEVERAGE COMPANY LLP,22923,Patricius Tokaj Harslevelu,12.24,17.99,750,112,1370.88,252,2344.48,1616.38,27.96,68054.7,973.6,41.52733,2.25,1.710200747
4425,MARTIGNETTI COMPANIES,18943,Cannonball Merlot,11.4,16.99,750,120,1368,79,1342.21,509.7,8.86,144929.24,-25.79,-1.92146,0.658333333,0.981147661
17033,SEA BREEZE CELLARS LLC,24668,Darioush Merlot Napa Valley,41.37,59.99,750,33,1365.21,35,2099.65,1499.75,3.86,549.55,734.44,34.97916,1.060606061,1.537968518
9552,M S WALKER INC,22050,Maggy Hawk Stormin Pnt Nr,37.92,54.99,750,36,1365.12,8,439.92,329.94,0.88,55551.82,-925.2,-210.31097,0.222222222,0.322257384
4425,MARTIGNETTI COMPANIES,26349,Walt Gap's Crown Pnt Nr,45.45,69.99,750,30,1363.5,16,1119.84,699.9,1.77,144929.24,-243.66,-21.75847,0.533333333,0.82129813
9552,M S WALKER INC,23425,La Jota Howell Mtn Merlot,43.91,64.99,750,31,1361.21,22,1429.78,1169.82,2.43,55551.82,68.57,4.79584,0.709677419,1.050374299
9552,M S WALKER INC,38852,Salmon Creek Cab Svgn,3.28,4.99,750,414,1357.92,373,1861.27,194.61,41.94,55551.82,503.35,27.04336,0.900966184,1.370677212
9552,M S WALKER INC,26517,Altocedro Finca Tanos Malbec,11.03,16.99,750,123,1356.69,105,1783.95,866.49,11.69,55551.82,427.26,23.95022,0.853658537,1.314928244
10754,PERFECTA WINES,18748,Ca'Momi Bianco di Napa,5.6,9.99,750,242,1355.2,454,3763.66,2180.27,50.46,28720.52,2408.46,63.99250,1.876033058,2.777198937
4692,KOBRAND CORPORATION,27782,Jadot Savigny les Beaune 14,22.57,34.99,750,60,1354.2,7,244.93,244.93,0.77,9139.38,-1109.27,-452.89266,0.116666667,0.180866933
4425,MARTIGNETTI COMPANIES,18585,James L'Escargot Svgn Blanc,9.73,14.99,750,139,1352.47,217,3252.83,1708.86,24.13,144929.24,1900.36,58.42174,1.561151079,2.405103256
9552,M S WALKER INC,21080,Landmark Overlook Pnt Nr,14.86,21.99,750,91,1352.26,75,2083.25,1283.54,8.31,55551.82,730.99,35.08892,0.824175824,1.540569121
4425,MARTIGNETTI COMPANIES,13059,P Michael La Carriere Chard,56.28,84.99,750,24,1350.72,14,1189.86,509.94,1.57,144929.24,-160.86,-13.51924,0.583333333,0.88090796
4425,MARTIGNETTI COMPANIES,40607,Recanati Galilee Merlot,11.25,16.99,750,120,1350,89,1512.11,1036.39,9.84,144929.24,162.11,10.72078,0.741666667,1.120081481
9165,ULTRA BEVERAGE COMPANY LLP,22420,Farm Napa Vly Chard,16.23,24.99,750,83,1347.09,67,1674.33,474.81,7.54,68054.7,327.24,19.54453,0.807228916,1.242923635
4425,MARTIGNETTI COMPANIES,12139,Silver Oak Cab Svgn Napa Vly,149.65,219.99,1500,9,1346.85,30,6599.7,4839.78,6.68,144929.24,5252.85,79.59225,3.333333333,4.900100234
10754,PERFECTA WINES,17367,Riebeek Clrs Svgn Bl Swartld,6.62,9.99,750,203,1343.86,197,2112.03,288.73,22.13,28720.52,768.17,36.37117,0.97044335,1.571614603
10754,PERFECTA WINES,46882,Urban Rsl Mosel,9.33,13.99,750,144,1343.52,144,2014.56,195.86,16.19,28720.52,671.04,33.30951,1,1.499464094
653,STATE WINE & SPIRITS,24777,Mayu Svgn Bl,8.66,14.99,750,155,1342.3,94,1221.06,974.25,10.38,8014.98,-121.24,-9.92908,0.606451613,0.909677419
3252,E & J GALLO WINERY,19849,Barefoot Cellars Malbec,3.44,6.29,750,390,1341.6,281,1692.09,960.69,31.2,61966.91,350.49,20.71344,0.720512821,1.261247764
3252,E & J GALLO WINERY,24882,Boones Strawberry Hill,1.94,2.99,750,691,1340.54,665,1988.35,511.29,74.52,61966.91,647.81,32.58028,0.962373372,1.483245558
9165,ULTRA BEVERAGE COMPANY LLP,15851,Sextant Wheelhouse Znfdl,12.41,18.99,750,108,1340.28,96,863.04,197.78,10.75,68054.7,-477.24,-55.29755,0.888888889,0.64392515
1590,DIAGEO CHATEAU ESTATE WINES,23203,Truvee Red,6.8,12.99,750,197,1339.6,149,1563.51,1200.84,16.48,7259.75,223.91,14.32098,0.756345178,1.16714691
6213,MHW LTD,827,Bols Anisette,7.4,9.99,1000,181,1339.4,159,1588.41,1258.74,166.95,9621.58,249.01,15.67668,0.878453039,1.185911602
9165,ULTRA BEVERAGE COMPANY LLP,2922,Usquaebach 15 Yr Whisky,51.46,69.99,750,26,1337.96,149,10428.51,8608.77,117.55,68054.7,9090.55,87.17017,5.730769231,7.794336154
10754,PERFECTA WINES,12536,La Garenne Entre Mer Wh,7.43,10.99,750,180,1337.4,141,1549.59,175.84,15.85,28720.52,212.19,13.69330,0.783333333,1.158658591
9552,M S WALKER INC,19767,Smoking Loon Moscato,6.53,9.99,750,204,1332.12,63,425.37,165.73,7.04,55551.82,-906.75,-213.16736,0.308823529,0.319318079
9552,M S WALKER INC,22048,Maggy Hawk Afleet Pnt Nr,35.94,54.99,750,37,1329.78,35,1924.65,1374.75,3.87,55551.82,594.87,30.90796,0.945945946,1.447344674
2000,SOUTHERN WINE & SPIRITS NE,20057,Ch Lascombes 10 Brdx,120.8,179.99,750,11,1328.8,16,2879.84,1259.93,1.79,19016.59,1551.04,53.85855,1.454545455,2.167248645
1128,BROWN-FORMAN CORP,6942,Southern Comfort Cherry,7.46,13.99,750,178,1327.88,619,7117.31,3739.25,68.84,68601.68,5789.43,81.34295,3.47752809,5.359904509
8892,TRINCHERO FAMILY ESTATES,43747,Terra D'Oro Pnt Grigio,7.89,12.99,750,168,1325.52,156,1870.44,239.8,17.52,11595.97,544.92,29.13325,0.928571429,1.41109904
9744,FREDERICK WILDMAN & SONS,27140,Coto de Imaz Red Gr Rsva 08,15.78,23.99,750,84,1325.52,54,1295.46,1103.54,5.94,3999.93,-30.06,-2.32041,0.642857143,0.977322108
4425,MARTIGNETTI COMPANIES,18586,Eric Kent Small Town Pnt Nr,27.58,44.99,750,48,1323.84,32,1389.68,966.78,3.55,144929.24,65.84,4.73778,0.666666667,1.049734107
10754,PERFECTA WINES,27627,Hook or Crook Chardonnay,18.36,26.99,750,72,1321.92,7,188.93,134.95,0.78,28720.52,-1132.99,-599.68772,0.097222222,0.142920903
90047,CRUSH WINES,26320,Ghost Block Cab Svgn Sngl Vy,62.91,94.99,750,21,1321.11,11,1044.89,759.92,1.22,1457.73,-276.22,-26.43532,0.523809524,0.790918243
4692,KOBRAND CORPORATION,27774,Jadot Marsannay Clos Roy 14,21.99,32.99,750,60,1319.4,3,98.97,98.97,0.33,9139.38,-1220.43,-1233.13125,0.05,0.075011369
4425,MARTIGNETTI COMPANIES,26493,Mas la Chevaliere Rose,8.96,12.99,750,147,1317.12,146,1896.54,1091.16,16.22,144929.24,579.42,30.55143,0.993197279,1.439914359
2000,SOUTHERN WINE & SPIRITS NE,19970,Ch Ducru Beaucallou 10,263.15,399.99,750,5,1315.75,18,7199.82,1599.96,2.02,19016.59,5884.07,81.72524,3.6,5.472027361
4425,MARTIGNETTI COMPANIES,27871,Flor Rose Brut,10.96,16.99,750,120,1315.2,20,345.8,277.84,2.21,144929.24,-969.4,-280.33545,0.166666667,0.262925791
9552,M S WALKER INC,16199,Rickshaw Pnt Nr,10.96,16.99,750,120,1315.2,112,1902.88,254.85,12.58,55551.82,587.68,30.88371,0.933333333,1.446836983
10754,PERFECTA WINES,35957,Kesselstatt Josephshofer Kab,13.69,19.99,750,96,1314.24,105,1522.95,821.43,11.68,28720.52,208.71,13.70432,1.09375,1.158806611
4425,MARTIGNETTI COMPANIES,27399,J Drouhin Hosp Bell Brouilly,15.64,22.99,750,84,1313.76,40,919.6,712.69,4.42,144929.24,-394.16,-42.86211,0.476190476,0.699975642
9552,M S WALKER INC,42801,Benton Lane Pnt Gris Willamt,11.03,15.99,750,119,1312.57,103,1646.97,815.49,11.47,55551.82,334.4,20.30395,0.865546218,1.254767365
2000,SOUTHERN WINE & SPIRITS NE,20058,Ch Picon Longueville Comt 10,218.54,329.99,750,6,1311.24,7,2309.93,989.97,0.79,19016.59,998.69,43.23464,1.166666667,1.761637839
10754,PERFECTA WINES,35757,Ken Wright McCrone Ore Pnt N,36.42,54.99,750,36,1311.12,1,54.99,54.99,0.11,28720.52,-1256.13,-2284.28805,0.027777778,0.041941241
4425,MARTIGNETTI COMPANIES,26872,Dom Fond Croze Serre CdR Bl,9.93,14.99,750,132,1310.76,96,1439.04,794.47,10.66,144929.24,128.28,8.91428,0.727272727,1.097866886
10754,PERFECTA WINES,11259,Jaboulet Crozes Herm 10 Thal,31.16,47.99,750,42,1308.72,17,815.83,671.86,1.87,28720.52,-492.89,-60.41577,0.404761905,0.623380097
90037,THE PIERPONT GROUP LLC,2163,Sloane's Gin,14.38,24.99,750,91,1308.58,350,7071.5,4447.81,275.91,27.98,5762.92,81.49502,3.846153846,5.403949319
3960,DIAGEO NORTH AMERICA INC,3070,Peligroso Reposado Tequila,16.53,29.99,750,79,1305.87,193,4340.07,2075.06,152.08,257032.07,3034.2,69.91131,2.443037975,3.323508466
8892,TRINCHERO FAMILY ESTATES,6768,Sutter Home Merlot Cal,3.86,5.99,750,338,1304.68,353,2114.47,329.45,39.64,11595.97,809.79,38.29754,1.044378698,1.620680933
90024,VINILANDIA USA,23936,Morel Bjls-Vlgs Emeringes,9.86,14.99,750,132,1301.52,65,951.35,612.58,7.22,2802.64,-350.17,-36.80769,0.492424242,0.73095304
10754,PERFECTA WINES,18438,The Creator K Vintners Walla,36.12,55.99,750,36,1300.32,21,1175.79,671.88,2.34,28720.52,-124.53,-10.59118,0.583333333,0.904231266
4425,MARTIGNETTI COMPANIES,24181,Constanti Brunello Montalcno,54.1,78.99,750,24,1298.4,25,1841.75,1172.84,2.77,144929.24,543.35,29.50183,1.041666667,1.418476587
4425,MARTIGNETTI COMPANIES,41122,King Est Domaine Pnt Gris,16.23,24.99,750,80,1298.4,55,1470.45,1026.61,6.1,144929.24,172.05,11.70050,0.6875,1.132509242
1392,CONSTELLATION BRANDS INC,3785,Svedka Orange Cream Pop,6.98,12.99,750,186,1298.28,658,6261.92,3301.04,518.53,79528.99,4963.64,79.26706,3.537634409,4.82324306
4425,MARTIGNETTI COMPANIES,25341,Bollinger R.D. 2002,185.42,279.99,750,7,1297.94,12,3359.88,2239.92,1.34,144929.24,2061.94,61.36945,1.714285714,2.588625052
10754,PERFECTA WINES,18635,Castello d Cacchiano Chianti,13.51,19.99,750,96,1296.96,96,2207.04,160.93,10.8,28720.52,910.08,41.23532,1,1.701702443
90024,VINILANDIA USA,25971,Zuccardi Q Cab Svgn,13.51,19.99,750,96,1296.96,53,1059.47,879.56,5.84,2802.64,-237.49,-22.41592,0.552083333,0.816887182
9552,M S WALKER INC,26652,Arrowood Sonoma Est Cab Svgn,11.18,16.99,750,116,1296.88,104,1766.96,186.89,11.7,55551.82,470.08,26.60388,0.896551724,1.362469928
8892,TRINCHERO FAMILY ESTATES,17040,Sutter Home Pink Moscato,3.99,5.99,187,325,1296.75,309,1850.91,748.75,8.91,11595.97,554.16,29.93987,0.950769231,1.427345286
9744,FREDERICK WILDMAN & SONS,27135,Le Ragose Valpo Clsco 09,10.8,15.99,750,120,1296,102,1630.98,1231.23,11.25,3999.93,334.98,20.53857,0.85,1.258472222
1590,DIAGEO CHATEAU ESTATE WINES,18781,Girl Go Lightly Moscato,7.53,10.99,750,172,1295.16,180,618.2,180.61,20.17,7259.75,-676.96,-109.50501,1.046511628,0.477315544
9552,M S WALKER INC,21015,WindRacer RRV Chard,22.72,34.99,750,57,1295.04,48,1679.52,1154.67,5.32,55551.82,384.48,22.89225,0.842105263,1.296886583
2000,SOUTHERN WINE & SPIRITS NE,26223,Jarvis Chard Finch Hollow Un,71.89,109.99,750,18,1294.02,1,109.99,109.99,0.11,19016.59,-1184.03,-1076.48877,0.055555556,0.084998686
4692,KOBRAND CORPORATION,27827,Jadot Cote de Nuits Vaucrain,21.56,32.99,750,60,1293.6,2,65.98,65.98,0.22,9139.38,-1227.62,-1860.59412,0.033333333,0.051004947
