VendorNumber,VendorName,Brand,Description,PurchasePrice,ActualPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollars,TotalSalesPrice,TotalExciseTax,FreightCost,GrossProfit,ProfitMargin,StockTurnover,SalestoPurchaseRatio
4692,KOBRAND CORPORATION,27791,Jadot Bouzeron Blanc 14,14.37,21.99,750,90,1293.3,19,417.81,351.84,2.1,9139.38,-875.49,-209.54262,0.211111111,0.323057295
8673,STE MICHELLE WINE ESTATES,24866,Villa Maria Pnt Nr Private B,9.79,17.99,750,132,1292.28,39,609.61,422.23,4.31,15919.7,-682.67,-111.98471,0.295454545,0.471732132
4425,MARTIGNETTI COMPANIES,26085,Skyfall Cab Svgn,12.92,18.99,750,100,1292,72,1367.28,341.82,8.06,144929.24,75.28,5.50582,0.72,1.058266254
10754,PERFECTA WINES,39471,Acorn Dolcetto Alegria RRV,19.86,29.99,750,65,1290.9,99,3023.01,2029.33,10.95,28720.52,1732.11,57.29753,1.523076923,2.341784801
10754,PERFECTA WINES,15639,Secco Italian Bubbles,8.96,12.99,750,144,1290.24,64,870.36,740.46,7.06,28720.52,-419.88,-48.24211,0.444444444,0.674572173
516,BANFI PRODUCTS CORP,5167,Banfi Grappa Castello,23.01,31.99,750,56,1288.56,52,1984.48,1450.62,40.98,8510.41,695.92,35.06813,0.928571429,1.540075743
9552,M S WALKER INC,16773,Hartford Court Pnt Nr RRV,22.6,32.99,750,57,1288.2,89,2958.11,2428.27,9.8,55551.82,1669.91,56.45192,1.561403509,2.296312684
9165,ULTRA BEVERAGE COMPANY LLP,25607,Liparita Cab Svgv,35.71,54.99,750,36,1285.56,22,1209.78,439.92,2.45,68054.7,-75.78,-6.26395,0.611111111,0.941052926
1587,VINEYARD BRANDS INC,19497,Tintonegro Mendocino Malbec,7.14,10.99,750,180,1285.2,162,1780.38,197.82,18.22,6070.09,495.18,27.81316,0.9,1.385294118
17035,PERNOD RICARD USA,39840,Kenwood Cve Brut Yulupa Spa,5.95,8.99,750,216,1285.2,155,1393.45,260.71,17.4,123780.22,108.25,7.76849,0.717592593,1.084228136
4425,MARTIGNETTI COMPANIES,25459,Seven Hills Merlot Seven Hil,21.42,32.99,750,60,1285.2,31,1022.69,890.73,3.41,144929.24,-262.51,-25.66858,0.516666667,0.795743853
9552,M S WALKER INC,46132,Fruitier Gneiss Abord Muscdt,8.9,12.99,750,144,1281.6,114,1480.86,1221.06,12.56,55551.82,199.26,13.45569,0.791666667,1.155477528
8892,TRINCHERO FAMILY ESTATES,42385,Sycamore Lane Pnt Grigio Cal,3.65,5.29,750,351,1281.15,339,1793.31,211.6,38.11,11595.97,512.16,28.55948,0.965811966,1.399765835
4692,KOBRAND CORPORATION,25054,Jadot Clos Vougeot 13,91.5,139.99,750,14,1281,21,2939.79,979.93,2.36,9139.38,1658.79,56.42546,1.5,2.294918033
9165,ULTRA BEVERAGE COMPANY LLP,19488,Ram Island Mead Iced Tea,4.13,5.99,500,310,1280.3,273,1877.27,1099.41,20.9,68054.7,596.97,31.79990,0.880645161,1.46627353
3252,E & J GALLO WINERY,42753,Five Oaks Merlot Cal,2.6,3.79,750,492,1279.2,480,1819.2,132.65,53.98,61966.91,540,29.68338,0.975609756,1.422138837
10754,PERFECTA WINES,15977,Quattro Mani Barbera,10.66,15.99,750,120,1279.2,120,1918.8,159.9,13.5,28720.52,639.6,33.33333,1,1.5
9625,WESTERN SPIRITS BEVERAGE CO,2071,Bird Dog Maple Whiskey,13.05,17.99,750,98,1278.9,104,1865.46,1544.14,82.03,1933.19,586.56,31.44318,1.06122449,1.458644147
4425,MARTIGNETTI COMPANIES,12204,Dragani Mntplcno d'Abruzzo,4.02,5.99,750,318,1278.36,314,1880.86,371.38,35.21,144929.24,602.5,32.03322,0.987421384,1.471306987
8673,STE MICHELLE WINE ESTATES,18174,Seven Falls Merlot,7.14,10.99,750,179,1278.06,157,1725.43,230.79,17.65,15919.7,447.37,25.92803,0.877094972,1.350038339
90047,CRUSH WINES,20200,Sea Smoke Chard,42.56,62.99,750,30,1276.8,24,1511.76,1196.81,2.65,1457.73,234.96,15.54215,0.8,1.184022556
9165,ULTRA BEVERAGE COMPANY LLP,17368,Emblem Cab Svgn Oso Vyd,29.67,45.99,750,43,1275.81,23,1074.77,514.89,2.57,68054.7,-201.04,-18.70540,0.534883721,0.842421677
3252,E & J GALLO WINERY,6968,Peter Vella Burgundy B/B,9.73,14.99,5000,131,1274.63,122,1828.78,674.55,91.5,61966.91,554.15,30.30162,0.93129771,1.434753615
9165,ULTRA BEVERAGE COMPANY LLP,22230,Glam Prosecco,8.96,12.99,750,142,1272.32,502,8026.98,4749.03,55.71,68054.7,6754.66,84.14946,3.535211268,6.308931715
9165,ULTRA BEVERAGE COMPANY LLP,26017,L'Excellence Blanc 2015,6.84,9.99,750,186,1272.24,166,1658.34,1168.83,18.35,68054.7,386.1,23.28232,0.892473118,1.303480475
9552,M S WALKER INC,23530,Santa Maria Alla Pieve Ripas,15.12,22.99,750,84,1270.08,72,1729.28,959.6,8.01,55551.82,459.2,26.55440,0.857142857,1.361552028
90024,VINILANDIA USA,21155,Quinta do Crasto Douro S per,15.12,24.99,750,84,1270.08,23,574.77,299.88,2.57,2802.64,-695.31,-120.97187,0.273809524,0.452546296
4425,MARTIGNETTI COMPANIES,26081,Nickel & Nickel Merlot Harri,42.28,62.99,750,30,1268.4,21,1322.79,1133.82,2.32,144929.24,54.39,4.11176,0.7,1.042880795
7153,PINE STATE TRADING CO,17838,Alverez de Toledo Godello,6.7,12.99,750,189,1266.3,201,2115.99,1325.74,22.3,15884.82,849.69,40.15567,1.063492063,1.671002132
4425,MARTIGNETTI COMPANIES,2730,Smugglers Notch Hopped Gin,23.01,31.99,750,55,1265.55,31,991.69,799.75,24.47,144929.24,-273.86,-27.61548,0.563636364,0.783603967
7153,PINE STATE TRADING CO,23022,Jarhead Chard,8.38,13.99,750,151,1265.38,178,2476.22,1681.79,19.7,15884.82,1210.84,48.89872,1.178807947,1.956898323
4425,MARTIGNETTI COMPANIES,10701,Yellow Tail Bubbles Rose,6.62,9.99,750,191,1264.42,162,1618.38,899.1,17.98,144929.24,353.96,21.87125,0.848167539,1.279938628
4425,MARTIGNETTI COMPANIES,12768,Castle Rock Pnt Nr Cal Cuvee,6.62,9.99,750,191,1264.42,171,1879.29,417.62,19.16,144929.24,614.87,32.71821,0.895287958,1.486286202
10754,PERFECTA WINES,23899,Vino Rose,8.1,13.99,750,156,1263.6,152,1982.48,1111.15,16.89,28720.52,718.88,36.26165,0.974358974,1.568914213
9165,ULTRA BEVERAGE COMPANY LLP,25288,A Bichot Ch Gris Nuits 13 Ge,52.62,79.99,750,24,1262.88,14,1119.86,799.9,1.54,68054.7,-143.02,-12.77124,0.583333333,0.886750919
9165,ULTRA BEVERAGE COMPANY LLP,34735,Lake Sonoma Znfdl Dry Creek,13.15,19.99,750,96,1262.4,111,2218.89,359.82,12.52,68054.7,956.49,43.10669,1.15625,1.757675856
7153,PINE STATE TRADING CO,26142,Finca Valpiedra Rsv Rioja 08,23.37,35.99,750,54,1261.98,10,359.9,323.91,1.1,15884.82,-902.08,-250.64740,0.185185185,0.28518677
2000,SOUTHERN WINE & SPIRITS NE,44724,Meerlust Rubicon Stellenbos,20.66,30.99,750,61,1260.26,30,929.7,371.88,3.35,19016.59,-330.56,-35.55556,0.491803279,0.737704918
480,BACARDI USA INC,4160,Bacardi Gran Reserva Maestro,15.5,24.99,750,81,1255.5,564,12064.36,8460.99,444.69,89286.27,10808.86,89.59331,6.962962963,9.609207487
4425,MARTIGNETTI COMPANIES,23076,Madrigal Znfdl,9.08,13.99,750,138,1253.04,753,10534.47,4728.62,83.95,144929.24,9281.43,88.10533,5.456521739,8.40712986
9552,M S WALKER INC,41081,Gramona Grand Cve Cava Spklg,12.16,19.99,750,103,1252.48,122,2296.78,1405.26,13.53,55551.82,1044.3,45.46800,1.184466019,1.833785769
10754,PERFECTA WINES,17015,Siegel Reserve Cab Svgn,5.82,8.79,750,215,1251.3,219,2529.81,278.94,24.62,28720.52,1278.51,50.53779,1.018604651,2.021745385
287,APPOLO VINEYARDS LLC,24921,Appolo Vyds Seyval,10.4,15.49,750,120,1248,48,715.52,700.03,5.28,12.28,-532.48,-74.41860,0.4,0.573333333
4425,MARTIGNETTI COMPANIES,13867,Borealis Northern Whites,8.66,13.99,750,144,1247.04,122,1706.78,265.81,13.72,144929.24,459.74,26.93610,0.847222222,1.368664999
1392,CONSTELLATION BRANDS INC,18110,Franciscan Est Cuvee Chard,25.97,39.99,750,48,1246.56,25,979.75,743.81,2.75,79528.99,-266.81,-27.23246,0.520833333,0.78596297
90024,VINILANDIA USA,25117,Zuccardi Q Malbec,12.98,19.99,750,96,1246.08,82,1639.18,1239.38,9.04,2802.64,393.1,23.98150,0.854166667,1.315469312
90047,CRUSH WINES,23794,Anton Bauer Pnt Nr Rsv,29.6,44.99,750,42,1243.2,3,134.97,89.98,0.33,1457.73,-1108.23,-821.09358,0.071428571,0.108566602
90047,CRUSH WINES,22838,Vinchio Vaglio Barbera,7.43,10.99,750,167,1240.81,107,1239.93,915.21,11.84,1457.73,-0.88,-0.07097,0.640718563,0.999290786
8892,TRINCHERO FAMILY ESTATES,13831,The Show Malbec Argentina,8.16,11.99,750,152,1240.32,140,1678.6,311.74,15.75,11595.97,438.28,26.10985,0.921052632,1.353360423
4425,MARTIGNETTI COMPANIES,43890,Oyster Bay Hawkes Bay Merlot,10.88,15.99,750,114,1240.32,95,1519.05,655.59,10.56,144929.24,278.73,18.34897,0.833333333,1.224724265
8112,MOET HENNESSY USA INC,9291,Grand Marnier Quintessence,620.15,799.99,750,2,1240.3,6,4799.94,4799.94,4.74,48347.26,3559.64,74.16009,3,3.869983069
6213,MHW LTD,836,Bols Creme de Cassis,7.8,9.99,1000,159,1240.2,183,1828.17,1578.42,192.15,9621.58,587.97,32.16167,1.150943396,1.474092888
2000,SOUTHERN WINE & SPIRITS NE,26596,Felton Road Chard Bannockbrn,29.52,43.99,750,42,1239.84,9,395.91,395.91,0.99,19016.59,-843.93,-213.16208,0.214285714,0.319323461
9552,M S WALKER INC,27349,Murphy-Goode California Red,9.39,13.99,750,132,1239.48,0,0,0,0,55551.82,-1239.48,#NAME?,0,0
10754,PERFECTA WINES,23144,Ch Andron Blanquet St Esteph,20.64,31.99,750,60,1238.4,27,863.73,607.81,3,28720.52,-374.67,-43.37814,0.45,0.697456395
7749,R.P.IMPORTS INC,19621,Ch Rol Valentin 10,42.66,63.99,750,29,1237.14,46,2943.54,1087.83,5.14,91.5,1706.4,57.97101,1.586206897,2.379310345
9165,ULTRA BEVERAGE COMPANY LLP,11296,Herzog Kosher Merlot,9.58,13.99,750,129,1235.82,183,2471.17,1382.99,20.35,68054.7,1235.35,49.99049,1.418604651,1.999619686
9552,M S WALKER INC,23921,Landmark 12 Overlook Chard S,19.6,29.99,750,63,1234.8,75,2249.25,329.89,8.44,55551.82,1014.45,45.10170,1.19047619,1.821550049
4425,MARTIGNETTI COMPANIES,22337,Maison L'Envoye The Attache,24.66,36.99,750,50,1233,102,3772.98,1960.47,11.33,144929.24,2539.98,67.32026,2.04,3.06
4425,MARTIGNETTI COMPANIES,27850,Bastianich Chardonnay,10.27,14.99,750,120,1232.4,20,299.8,224.85,2.21,144929.24,-932.6,-311.07405,0.166666667,0.243265174
12546,JIM BEAM BRANDS COMPANY,905,DeKuyper Grape Pucker,9.62,12.99,1000,128,1231.36,101,1311.99,870.33,106.05,123880.97,80.63,6.14563,0.7890625,1.065480444
90047,CRUSH WINES,21045,Eden Ice Cider Honey Crisp,17.56,27.99,375,70,1229.2,71,1938.79,1479.96,4.14,1457.73,709.59,36.59963,1.014285714,1.577277904
2242,DELICATO VINEYARDS INC,16240,Domino Chard,3.24,4.99,750,379,1227.96,359,2070.41,577.99,40.32,7982.65,842.45,40.69001,0.947229551,1.686056549
2000,SOUTHERN WINE & SPIRITS NE,23325,Ch Bellevue-Mondotte 11 Emil,136.36,209.99,750,9,1227.24,9,1889.91,629.97,1.02,19016.59,662.67,35.06357,1,1.539967732
3252,E & J GALLO WINERY,24095,Gallo Copperidge Cab Svgn,2.7,3.99,750,454,1225.8,455,1815.45,215.46,51.18,61966.91,589.65,32.47955,1.002202643,1.481032795
2000,SOUTHERN WINE & SPIRITS NE,26935,Ramos Pinto Fine Ruby Red P,9.8,14.99,750,125,1225,112,1678.88,1229.18,12.37,19016.59,453.88,27.03469,0.896,1.370514286
10754,PERFECTA WINES,22028,Gramercy Clrs Grenache,34.01,49.99,750,36,1224.36,88,4399.12,3049.39,9.74,28720.52,3174.76,72.16807,2.444444444,3.592995524
4425,MARTIGNETTI COMPANIES,16824,Adissat Lirac,13.15,19.99,750,93,1222.95,309,6176.91,3818.09,34.29,144929.24,4953.96,80.20127,3.322580645,5.050827916
1601,VRANKEN AMERICA,22820,Rozes Vintage 2000 Old Port,27.74,42.99,750,44,1220.56,150,6448.5,3568.17,16.66,1048.97,5227.94,81.07219,3.409090909,5.283230648
90024,VINILANDIA USA,24812,Tortoise Creek Cal Pnt Nr,8.78,12.99,750,139,1220.42,139,1805.61,311.76,15.61,2802.64,585.19,32.40955,1,1.479498861
3252,E & J GALLO WINERY,42751,Five Oaks Cab Svgn Cal,2.45,3.79,750,498,1220.1,498,1887.42,136.44,55.99,61966.91,667.32,35.35620,1,1.546938776
9165,ULTRA BEVERAGE COMPANY LLP,25894,Deneufbourg White 14,6.16,8.99,750,198,1219.68,116,1042.84,647.28,12.86,68054.7,-176.84,-16.95754,0.585858586,0.85501115
4425,MARTIGNETTI COMPANIES,26767,Elk Cove Clay Court Pnt Nr,29.03,44.99,750,42,1219.26,22,989.78,944.79,2.42,144929.24,-229.48,-23.18495,0.523809524,0.811787478
4425,MARTIGNETTI COMPANIES,27404,J Drouhin Hos Bell Morgon,14.48,20.99,750,84,1216.32,56,1175.44,692.67,6.22,144929.24,-40.88,-3.47785,0.666666667,0.966390424
90047,CRUSH WINES,15507,Mollydooker Blue Eyed Boy,30.4,44.99,750,40,1216,41,1839.59,984.78,4.58,1457.73,623.59,33.89831,1.025,1.512820724
2000,SOUTHERN WINE & SPIRITS NE,24328,Ch Ducru Beaucaillou 12 St J,101.3,154.99,750,12,1215.6,23,3564.77,2014.87,2.57,19016.59,2349.17,65.89962,1.916666667,2.932518921
10754,PERFECTA WINES,21438,Ch Boyd Cantenac Margaux,75.86,109.99,750,16,1213.76,38,4179.62,2199.8,4.25,28720.52,2965.86,70.96004,2.375,3.443530846
4425,MARTIGNETTI COMPANIES,43363,Elk Cove Mt Richmond Pnt Nr,29.6,44.99,750,41,1213.6,18,809.82,764.83,1.98,144929.24,-403.78,-49.86046,0.43902439,0.667287409
3252,E & J GALLO WINERY,36541,Liberty Crk Prm RSV Wh Znfdl,5.51,7.99,1500,220,1212.2,217,1733.83,343.57,48.82,61966.91,521.63,30.08542,0.986363636,1.430316779
4425,MARTIGNETTI COMPANIES,42949,Kuentz Bas Alsace White,9.45,13.99,750,128,1209.6,129,1806.71,1009.28,14.33,144929.24,597.11,33.04958,1.0078125,1.493642526
7153,PINE STATE TRADING CO,25837,Dry Creek Merlot,12.58,18.99,750,96,1207.68,36,559.64,335.78,3.99,15884.82,-648.04,-115.79587,0.375,0.463400901
516,BANFI PRODUCTS CORP,23079,Bolla Torr'Alta Veronese Ros,10.06,14.99,750,120,1207.2,108,2050.92,227.88,12.16,8510.41,843.72,41.13861,0.9,1.698906561
17035,PERNOD RICARD USA,700,Hiram Walker Cr de Cacao Br,6.33,8.29,1000,190,1202.7,181,1500.49,1185.47,190.05,123780.22,297.79,19.84618,0.952631579,1.247601231
9552,M S WALKER INC,18938,Schmitt Sohne Funf Sangria,6.49,10.99,750,185,1200.65,170,1858.3,1431.69,18.79,55551.82,657.65,35.38987,0.918918919,1.547744971
9165,ULTRA BEVERAGE COMPANY LLP,25819,Ch de Mattes Corbieres 13,7.14,10.99,750,168,1199.52,135,1483.65,1088.01,14.92,68054.7,284.13,19.15074,0.803571429,1.236869748
9552,M S WALKER INC,24539,Stonestreet Est Vyds Svgn Bl,19.99,29.99,750,60,1199.4,35,1049.65,869.71,3.86,55551.82,-149.75,-14.26666,0.583333333,0.875145906
7245,PROXIMO SPIRITS INC.,925,Hangar One Vodka,22.21,27.99,750,54,1199.34,54,1511.46,391.86,42.53,38994.78,312.12,20.65023,1,1.260243134
10754,PERFECTA WINES,16532,Zestos Blanco,7.89,11.99,750,152,1199.28,116,1489.84,217.83,13.04,28720.52,290.56,19.50277,0.763157895,1.242278701
3252,E & J GALLO WINERY,19454,J Vineyards Vin Gris Rose RR,9.99,19.99,750,120,1198.8,74,1146.26,913.91,8.16,61966.91,-52.54,-4.58360,0.616666667,0.95617284
3252,E & J GALLO WINERY,23401,Bridlewood Slct Pnt Nr Lucia,10.8,15.99,750,111,1198.8,340,5436.6,1391.13,38.11,61966.91,4237.8,77.94945,3.063063063,4.535035035
4425,MARTIGNETTI COMPANIES,26840,Josh Cellars Cab Svgn Paso R,11.1,16.99,750,108,1198.8,93,1580.07,458.73,10.41,144929.24,381.27,24.12994,0.861111111,1.318043043
6213,MHW LTD,8043,Bols Triple Sec,4.47,5.99,750,268,1197.96,277,1623.23,477.18,218.17,9621.58,425.27,26.19900,1.03358209,1.354995158
1392,CONSTELLATION BRANDS INC,6472,Richards Wild Irish Rose Red,2.71,3.99,750,442,1197.82,402,1603.98,143.64,45.21,79528.99,406.16,25.32201,0.909502262,1.339082667
2000,SOUTHERN WINE & SPIRITS NE,23292,Ch La Mission Haut Brion 11,299.31,439.99,750,4,1197.24,4,1759.96,879.98,0.45,19016.59,562.72,31.97345,1,1.470014366
17033,SEA BREEZE CELLARS LLC,418,Darioush Chard,33.11,49.99,750,36,1191.96,31,1549.69,1199.76,3.43,549.55,357.73,23.08397,0.861111111,1.300119132
4692,KOBRAND CORPORATION,27805,Jadot Puligny Montrachet Bl,39.73,59.99,750,30,1191.9,7,419.93,299.95,0.78,9139.38,-771.97,-183.83302,0.233333333,0.352319825
4425,MARTIGNETTI COMPANIES,10591,J Lohr Fogs Ranch Pnt Nr,18.61,29.99,750,64,1191.04,116,3406.84,2015.31,12.88,144929.24,2215.8,65.03974,1.8125,2.860390919
90024,VINILANDIA USA,24337,Gran Passione Rosso IGT,8.27,11.99,750,144,1190.88,128,1918.72,419.72,14.34,2802.64,727.84,37.93362,0.888888889,1.611178288
3960,DIAGEO NORTH AMERICA INC,1474,George Dickel #12 Sour Mash,19.84,25.99,750,60,1190.4,65,1718.35,1299.51,51.26,257032.07,527.95,30.72424,1.083333333,1.443506384
4425,MARTIGNETTI COMPANIES,24532,Joseph Drouhin Cote de Nuits,19.2,28.99,750,62,1190.4,57,1619.43,1027.64,6.31,144929.24,429.03,26.49265,0.919354839,1.360408266
8004,SAZERAC CO INC,1604,Pappy Van Winkle Rsv 23 Yr,198.4,249.99,750,6,1190.4,6,1619.94,809.97,4.72,50293.62,429.54,26.51580,1,1.360836694
9552,M S WALKER INC,40424,Mionetto Il Prosecco Veneto,5.51,7.99,375,216,1190.16,197,1574.03,207.74,11.1,55551.82,383.87,24.38772,0.912037037,1.322536466
12546,JIM BEAM BRANDS COMPANY,881,DeKuyper Hazelnut,6.56,8.99,1000,181,1187.36,210,1887.9,1042.84,220.5,123880.97,700.54,37.10684,1.160220994,1.589997979
8004,SAZERAC CO INC,495,Sweet Carolina Sweet Tea Vdk,12.49,15.99,1000,95,1186.55,91,1455.09,607.62,95.55,50293.62,268.54,18.45522,0.957894737,1.226320003
9552,M S WALKER INC,27168,Finca Villacreces Pruno Ribe,12.49,18.99,750,95,1186.55,74,1405.26,740.61,8.25,55551.82,218.71,15.56367,0.778947368,1.184324302
17035,PERNOD RICARD USA,39841,Kenwood Yulupa Cab Svgn Cal,5.84,8.99,750,203,1185.52,187,1681.13,296.67,20.98,123780.22,495.61,29.48077,0.921182266,1.418052838
12546,JIM BEAM BRANDS COMPANY,516,Kamora Coffee Liqueur,8.52,10.99,1000,139,1184.28,152,1670.48,1406.72,159.6,123880.97,486.2,29.10541,1.09352518,1.410544804
1587,VINEYARD BRANDS INC,23068,Nicolas Perrin Cote Rotie 11,39.47,59.99,750,30,1184.1,4,239.96,239.96,0.44,6070.09,-944.14,-393.45724,0.133333333,0.202651803
9744,FREDERICK WILDMAN & SONS,26686,Dom Faiveley Chamber 14 Beze,197.31,293.99,750,6,1183.86,0,0,0,0,3999.93,-1183.86,#NAME?,0,0
10754,PERFECTA WINES,24144,Ozeki Junmai Reishu Sake,49.31,72.49,18000,24,1183.44,20,1449.8,942.37,54,28720.52,266.36,18.37219,0.833333333,1.22507267
6785,PALM BAY INTERNATIONAL INC,17289,Sella & Mosca Terre Rare,10.2,14.99,750,116,1183.2,109,1633.91,659.56,12.19,13605.41,450.71,27.58475,0.939655172,1.380924611
1590,DIAGEO CHATEAU ESTATE WINES,15746,Snap Dragon Pnt Nr,6.16,8.99,750,192,1182.72,174,1564.26,170.81,19.56,7259.75,381.54,24.39109,0.90625,1.322595373
2000,SOUTHERN WINE & SPIRITS NE,25761,Tellus Chardonnay,7.58,10.99,750,156,1182.48,137,1573.63,73.94,15.42,19016.59,391.15,24.85654,0.878205128,1.330787836
516,BANFI PRODUCTS CORP,18275,Sartori Valpolicella Cls,8.21,11.99,750,144,1182.24,121,1597.79,617.54,13.52,8510.41,415.55,26.00780,0.840277778,1.351493775
1128,BROWN-FORMAN CORP,1605,Jack Daniels Tennessee Fire,24.61,31.99,1000,48,1181.28,34,1087.66,735.77,35.7,68601.68,-93.62,-8.60747,0.708333333,0.920746986
4425,MARTIGNETTI COMPANIES,26764,Kay Brothers Hillside Shiraz,39.33,58.99,750,30,1179.9,12,707.88,648.89,1.32,144929.24,-472.02,-66.68079,0.4,0.599949148
12546,JIM BEAM BRANDS COMPANY,5325,Hornitos Spiced Honey Liquer,12.94,21.99,750,91,1177.54,244,4731.56,2428.72,192.19,123880.97,3554.02,75.11307,2.681318681,4.01817348
8352,LUXCO INC,1022,St Brendans Salted Caramel,10.6,13.99,750,111,1176.6,552,6382.48,3924.61,434.96,10261.6,5205.88,81.56516,4.972972973,5.424511304
10754,PERFECTA WINES,25317,Grammercy Cellars Cab Svgn,32.67,49.99,750,36,1176.12,16,799.84,349.93,1.79,28720.52,-376.28,-47.04441,0.444444444,0.68006666
8892,TRINCHERO FAMILY ESTATES,33213,Sycamore Lane Merlot Cal,3.5,5.29,750,336,1176,329,1740.41,142.83,37.02,11595.97,564.41,32.42971,0.979166667,1.479940476
8320,SHAW ROSS INT L IMP LTD,5463,Aguardiente Cristal Liqueur,9.48,12.99,750,124,1175.52,109,1415.91,792.39,85.86,3151.92,240.39,16.97777,0.879032258,1.204496733
10754,PERFECTA WINES,22055,The Girls in the Vineyard Wh,11.61,19.99,750,101,1172.61,60,1151.4,497.74,6.68,28720.52,-21.21,-1.84211,0.594059406,0.981912145
90024,VINILANDIA USA,20205,Dibon Cava Rosado,7.28,12.99,750,161,1172.08,59,790.41,460.66,6.55,2802.64,-381.67,-48.28760,0.366459627,0.674365231
4425,MARTIGNETTI COMPANIES,16174,Inkblot Cab Franc,21.7,35.99,750,54,1171.8,185,6481.15,4267.79,20.5,144929.24,5309.35,81.91988,3.425925926,5.530935313
17035,PERNOD RICARD USA,216,Absolut Raspberri,15.62,21.99,1000,75,1171.5,64,1331.36,799.61,67.2,123780.22,159.86,12.00727,0.853333333,1.136457533
7153,PINE STATE TRADING CO,12511,Angelini Sangiovese Pesaresi,9.67,19.99,750,121,1170.07,119,1888.81,1374.15,13.15,15884.82,718.74,38.05253,0.983471074,1.614270941
8892,TRINCHERO FAMILY ESTATES,18232,Shatter Grenache VdP Catalan,11.03,19.99,750,106,1169.18,273,5457.27,2398.8,30.42,11595.97,4288.09,78.57573,2.575471698,4.667604646
10000,MAJESTIC FINE WINES,40258,La Crema Chard Sonoma Coast,6.53,9.99,375,179,1168.87,119,1188.81,729.27,6.81,17587.59,19.94,1.67731,0.664804469,1.017059211
4425,MARTIGNETTI COMPANIES,24425,Adaptation by Odette Cab Svg,32.46,49.99,750,36,1168.56,1,49.99,49.99,0.11,144929.24,-1118.57,-2237.58752,0.027777778,0.042779147
10754,PERFECTA WINES,27091,Reverdy Sancerre Blanc,16.23,24.99,750,72,1168.56,28,723.72,544.79,3.1,28720.52,-444.84,-61.46576,0.388888889,0.61932635
6785,PALM BAY INTERNATIONAL INC,19349,Trimbach Pnt Gris Rsv,13.9,20.99,750,84,1167.6,72,1511.28,62.97,8.1,13605.41,343.68,22.74099,0.857142857,1.294347379
660,SAZERAC NORTH AMERICA INC.,735,Orange Quattro di Amore,10.81,14.49,1000,108,1167.48,110,1593.9,536.13,115.5,17932.33,426.42,26.75325,1.018518519,1.365248227
7153,PINE STATE TRADING CO,2467,Catskill Most Righteous Brbn,17.96,32.99,375,65,1167.4,185,5310.15,3479.8,72.45,15884.82,4142.75,78.01569,2.846153846,4.548697961
480,BACARDI USA INC,3185,Grey Goose L'Orange Vodka,35.33,46.99,1750,33,1165.89,280,13157.2,9257.03,514.75,89286.27,11991.31,91.13877,8.484848485,11.28511266
1392,CONSTELLATION BRANDS INC,25917,Hogue Cellars WA Svgn Bl,6.07,9.99,750,192,1165.44,147,1514.53,1083.94,16.22,79528.99,349.09,23.04939,0.765625,1.29953494
3252,E & J GALLO WINERY,15262,Bella Sera Moscato,4.41,6.49,750,264,1164.24,245,1590.05,253.11,27.54,61966.91,425.81,26.77966,0.928030303,1.365740741
4425,MARTIGNETTI COMPANIES,1128,Smugglers Notch Gin,24.23,31.99,750,48,1163.04,57,1823.43,1375.57,44.96,144929.24,660.39,36.21691,1.1875,1.567813661
4692,KOBRAND CORPORATION,25056,Jadot Gevrey Chambertin 13,64.51,99.99,750,18,1161.18,27,2699.73,999.9,3.02,9139.38,1538.55,56.98903,1.5,2.324988374
9165,ULTRA BEVERAGE COMPANY LLP,27064,A Bichot Morey St Denis 14 S,48.34,72.99,750,24,1160.16,14,1021.86,510.93,1.56,68054.7,-138.3,-13.53414,0.583333333,0.880792305
9165,ULTRA BEVERAGE COMPANY LLP,27062,A Bichot Chablis 14 Les Vauc,27.58,39.99,750,42,1158.36,24,959.76,639.84,2.65,68054.7,-198.6,-20.69267,0.571428571,0.82855071
10000,MAJESTIC FINE WINES,21368,KJ Est 12 Pnt Nr Outland Rdg,24.13,34.99,750,48,1158.24,50,1749.5,1329.62,5.52,17587.59,591.26,33.79594,1.041666667,1.51048142
1392,CONSTELLATION BRANDS INC,26404,Wild Horse Cheval Sauvage Ch,26.31,39.99,750,44,1157.64,0,0,0,0,79528.99,-1157.64,#NAME?,0,0
9744,FREDERICK WILDMAN & SONS,13784,Churchills 10 Yr Tawny Port,15.03,26.99,500,77,1157.31,80,2033.2,1449.42,6.24,3999.93,875.89,43.07938,1.038961039,1.756832655
9744,FREDERICK WILDMAN & SONS,12005,Nino Negri Sforzato Valtl,38.51,56.99,750,30,1155.3,13,740.87,626.89,1.43,3999.93,-414.43,-55.93829,0.433333333,0.641279321
1265,BLACK ROCK SPIRITS LLC,3599,Bakon Vodka,14.05,24.99,750,82,1152.1,82,2049.18,824.67,64.55,5.79,897.08,43.77751,1,1.778647687
653,STATE WINE & SPIRITS,24441,Underwood Cans Pnt Gris,4.82,6.99,375,239,1151.98,108,754.92,181.74,6.12,8014.98,-397.06,-52.59630,0.451882845,0.655323877
287,APPOLO VINEYARDS LLC,24922,Appolo Vyds China Girl,10.47,15.49,750,110,1151.7,60,901.4,772.49,6.62,12.28,-250.3,-27.76792,0.545454545,0.782669098
